lineID,site,year,rep,phenoValue
56,STBN_2013_KLRS,2013,1,1945
57,STBN_2013_KLRS,2013,3,950
67,STBN_2013_KLRS,2013,3,2245
3,STBN_2013_KLRS,2013,3,2365
65,STBN_2013_KLRS,2013,2,1200
68,STBN_2013_KLRS,2013,1,1975
11,STBN_2013_KLRS,2013,3,4910
46,STBN_2013_KLRS,2013,2,2020
56,STBN_2013_KLRS,2013,2,2145
47,STBN_2013_KLRS,2013,3,3535
21,STBN_2013_KLRS,2013,3,3540
45,STBN_2013_KLRS,2013,3,1944
46,STBN_2013_KLRS,2013,3,2277
62,STBN_2013_KLRS,2013,2,3266
60,STBN_2013_KLRS,2013,3,1375
12,STBN_2013_KLRS,2013,1,2588
15,STBN_2013_KLRS,2013,1,5245
47,STBN_2013_KLRS,2013,2,3345
62,STBN_2013_KLRS,2013,3,3022
67,STBN_2013_KLRS,2013,2,1885
23,STBN_2013_KLRS,2013,2,3088
25,STBN_2013_KLRS,2013,1,6288
32,STBN_2013_KLRS,2013,1,3785
57,STBN_2013_KLRS,2013,2,1150
25,STBN_2013_KLRS,2013,2,6045
68,STBN_2013_KLRS,2013,2,2145
66,STBN_2013_KLRS,2013,3,3845
63,STBN_2013_KLRS,2013,1,2288
20,STBN_2013_KLRS,2013,3,3320
10,STBN_2013_KLRS,2013,3,6000
64,STBN_2013_KLRS,2013,3,2370
23,STBN_2013_KLRS,2013,1,2865
24,STBN_2013_KLRS,2013,3,3750
46,STBN_2013_KLRS,2013,1,1878
64,STBN_2013_KLRS,2013,1,2225
56,STBN_2013_KLRS,2013,3,2265
19,STBN_2013_KLRS,2013,1,2348
59,STBN_2013_KLRS,2013,1,4900
68,STBN_2013_KLRS,2013,3,2344
10,STBN_2013_KLRS,2013,2,5800
10,STBN_2013_KLRS,2013,1,6240
22,STBN_2013_KLRS,2013,1,2083
60,STBN_2013_KLRS,2013,2,1245
14,STBN_2013_KLRS,2013,3,850
67,STBN_2013_KLRS,2013,1,1955
63,STBN_2013_KLRS,2013,2,1945
32,STBN_2013_KLRS,2013,2,3975
47,STBN_2013_KLRS,2013,1,3198
24,STBN_2013_KLRS,2013,1,3575
57,STBN_2013_KLRS,2013,1,1300
14,STBN_2013_KLRS,2013,1,521
15,STBN_2013_KLRS,2013,2,5515
61,STBN_2013_KLRS,2013,3,800
13,STBN_2013_KLRS,2013,1,1800
11,STBN_2013_KLRS,2013,1,4788
56,STBN_2013_CSSRI_KSL,2013,3,1868
24,STBN_2013_CSSRI_KSL,2013,1,1302
62,STBN_2013_CSSRI_KSL,2013,2,NA
60,STBN_2013_CSSRI_KSL,2013,1,1780
22,STBN_2013_CSSRI_KSL,2013,1,3011
62,STBN_2013_CSSRI_KSL,2013,1,NA
45,STBN_2013_CSSRI_KSL,2013,3,2412
61,STBN_2013_CSSRI_KSL,2013,2,NA
3,STBN_2013_CSSRI_KSL,2013,1,NA
45,STBN_2013_CSSRI_KSL,2013,1,2418
20,STBN_2013_CSSRI_KSL,2013,3,2828
65,STBN_2013_CSSRI_KSL,2013,1,2102
13,STBN_2013_CSSRI_KSL,2013,1,2550
19,STBN_2013_CSSRI_KSL,2013,1,2686
57,STBN_2013_CSSRI_KSL,2013,2,1994
22,STBN_2013_CSSRI_KSL,2013,3,2978
23,STBN_2013_CSSRI_KSL,2013,3,1248
56,STBN_2013_CSSRI_KSL,2013,1,1886
24,STBN_2013_CSSRI_KSL,2013,3,1309
47,STBN_2013_CSSRI_KSL,2013,2,2126
66,STBN_2013_CSSRI_KSL,2013,3,2328
23,STBN_2013_CSSRI_KSL,2013,1,1263
58,STBN_2013_CSSRI_KSL,2013,1,1928
13,STBN_2013_CSSRI_KSL,2013,2,2538
11,STBN_2013_CSSRI_KSL,2013,2,1986
3,STBN_2013_CSSRI_KSL,2013,3,NA
68,STBN_2013_CSSRI_KSL,2013,3,2781
15,STBN_2013_CSSRI_KSL,2013,3,1494
67,STBN_2013_CSSRI_KSL,2013,2,2428
22,STBN_2013_CSSRI_KSL,2013,2,2986
10,STBN_2013_CSSRI_KSL,2013,3,2246
19,STBN_2013_CSSRI_KSL,2013,2,2678
56,STBN_2013_CSSRI_KSL,2013,2,1872
58,STBN_2013_CSSRI_KSL,2013,2,1906
64,STBN_2013_CSSRI_KSL,2013,2,2304
12,STBN_2013_CSSRI_KSL,2013,3,2098
68,STBN_2013_CSSRI_KSL,2013,1,2790
66,STBN_2013_CSSRI_KSL,2013,2,2314
63,STBN_2013_CSSRI_KSL,2013,2,NA
61,STBN_2013_CSSRI_KSL,2013,3,NA
11,STBN_2013_CSSRI_KSL,2013,3,2001
14,STBN_2013_CSSRI_KSL,2013,2,1814
65,STBN_2013_CSSRI_KSL,2013,2,2086
25,STBN_2013_CSSRI_KSL,2013,3,2152
48,STBN_2013_CSSRI_KSL,2013,3,NA
57,STBN_2013_CSSRI_KSL,2013,1,2005
12,STBN_2013_CSSRI_KSL,2013,2,2119
59,STBN_2013_CSSRI_KSL,2013,2,1888
21,STBN_2013_CSSRI_KSL,2013,1,1435
64,STBN_2013_CSSRI_KSL,2013,3,2278
66,STBN_2013_CSSRI_KSL,2013,1,2322
10,STBN_2013_CSSRI_KSL,2013,1,2264
23,STBN_2013_CSSRI_KSL,2013,2,1251
63,STBN_2013_CSSRI_KSL,2013,3,NA
24,STBN_2013_CSSRI_KSL,2013,3,1716
3,STBN_2013_CSSRI_KSL,2013,2,NA
13,STBN_2013_CSSRI_KSL,2013,3,2486
14,STBN_2013_CSSRI_KSL,2013,1,1822
47,STBN_2013_CSSRI_KSL,2013,3,2108
60,STBN_2013_CSSRI_KSL,2013,3,1772
46,STBN_2013_CSSRI_KSL,2013,1,1667
59,STBN_2013_CSSRI_KSL,2013,3,1878
15,STBN_2013_CSSRI_KSL,2013,2,1502
11,STBN_2013_CSSRI_KSL,2013,1,2012
64,STBN_2013_CSSRI_KSL,2013,1,2290
62,STBN_2013_CSSRI_KSL,2013,3,NA
21,STBN_2013_CSSRI_KSL,2013,3,1458
68,STBN_2013_CSSRI_KSL,2013,2,2802
47,STBN_2013_CSSRI_KSL,2013,1,2134
46,STBN_2013_CSSRI_KSL,2013,2,1648
48,STBN_2013_CSSRI_KSL,2013,2,NA
25,STBN_2013_CSSRI_KSL,2013,2,2138
58,STBN_2013_CSSRI_KSL,2013,3,1912
24,STBN_2013_CSSRI_KSL,2013,1,1702
61,STBN_2013_CSSRI_KSL,2013,1,NA
48,STBN_2013_CSSRI_KSL,2013,1,NA
25,STBN_2013_CSSRI_KSL,2013,1,2148
24,STBN_2013_CSSRI_KSL,2013,2,1288
14,STBN_2013_CSSRI_KSL,2013,3,1810
65,STBN_2013_CSSRI_KSL,2013,3,2082
46,STBN_2013_CSSRI_KSL,2013,3,1632
19,STBN_2013_CSSRI_KSL,2013,3,2662
59,STBN_2013_CSSRI_KSL,2013,1,1904
57,STBN_2013_CSSRI_KSL,2013,3,1986
12,STBN_2013_CSSRI_KSL,2013,1,2139
21,STBN_2013_CSSRI_KSL,2013,2,1428
67,STBN_2013_CSSRI_KSL,2013,3,2436
10,STBN_2013_CSSRI_KSL,2013,2,2232
45,STBN_2013_CSSRI_KSL,2013,2,2398
15,STBN_2013_CSSRI_KSL,2013,1,1518
63,STBN_2013_CSSRI_KSL,2013,1,NA
67,STBN_2013_CSSRI_KSL,2013,1,2441
60,STBN_2013_CSSRI_KSL,2013,2,1766
20,STBN_2013_CSSRI_KSL,2013,1,2853
24,STBN_2013_CSSRI_KSL,2013,2,1686
20,STBN_2013_CSSRI_KSL,2013,2,2796
60,STBN_2013_CARI,2013,2,1733
45,STBN_2013_CARI,2013,1,2213
56,STBN_2013_CARI,2013,1,1333
48,STBN_2013_CARI,2013,3,1693
19,STBN_2013_CARI,2013,3,1787
64,STBN_2013_CARI,2013,3,1747
20,STBN_2013_CARI,2013,2,1467
45,STBN_2013_CARI,2013,3,1947
25,STBN_2013_CARI,2013,2,1947
66,STBN_2013_CARI,2013,3,1640
56,STBN_2013_CARI,2013,3,1693
61,STBN_2013_CARI,2013,1,2027
9,STBN_2013_CARI,2013,1,1760
63,STBN_2013_CARI,2013,1,880
61,STBN_2013_CARI,2013,2,1760
61,STBN_2013_CARI,2013,3,1893
12,STBN_2013_CARI,2013,1,1840
66,STBN_2013_CARI,2013,1,1813
21,STBN_2013_CARI,2013,2,1467
14,STBN_2013_CARI,2013,2,1333
9,STBN_2013_CARI,2013,2,1600
13,STBN_2013_CARI,2013,3,1840
47,STBN_2013_CARI,2013,1,2000
15,STBN_2013_CARI,2013,2,2453
15,STBN_2013_CARI,2013,1,2187
59,STBN_2013_CARI,2013,1,2133
22,STBN_2013_CARI,2013,2,2133
46,STBN_2013_CARI,2013,2,2187
62,STBN_2013_CARI,2013,2,1200
23,STBN_2013_CARI,2013,3,2200
13,STBN_2013_CARI,2013,2,1813
3,STBN_2013_CARI,2013,3,1467
62,STBN_2013_CARI,2013,3,1267
48,STBN_2013_CARI,2013,2,1520
60,STBN_2013_CARI,2013,3,1733
67,STBN_2013_CARI,2013,2,1947
11,STBN_2013_CARI,2013,3,2347
3,STBN_2013_CARI,2013,1,1467
67,STBN_2013_CARI,2013,1,1600
23,STBN_2013_CARI,2013,1,2133
57,STBN_2013_CARI,2013,3,2267
10,STBN_2013_CARI,2013,2,1467
15,STBN_2013_CARI,2013,3,2320
14,STBN_2013_CARI,2013,3,1400
12,STBN_2013_CARI,2013,3,1587
63,STBN_2013_CARI,2013,3,1107
65,STBN_2013_CARI,2013,1,1573
56,STBN_2013_CARI,2013,2,2053
21,STBN_2013_CARI,2013,3,1573
59,STBN_2013_CARI,2013,2,1947
60,STBN_2013_CARI,2013,1,1733
47,STBN_2013_CARI,2013,3,2093
57,STBN_2013_CARI,2013,2,2667
47,STBN_2013_CARI,2013,2,2187
20,STBN_2013_CARI,2013,1,1467
68,STBN_2013_CARI,2013,2,2667
9,STBN_2013_CARI,2013,3,1680
11,STBN_2013_CARI,2013,1,2453
57,STBN_2013_CARI,2013,1,1867
12,STBN_2013_CARI,2013,2,1333
24,STBN_2013_CARI,2013,2,1467
22,STBN_2013_CARI,2013,1,1600
45,STBN_2013_CARI,2013,2,1680
21,STBN_2013_CARI,2013,1,1680
65,STBN_2013_CARI,2013,3,1653
58,STBN_2013_CARI,2013,2,1627
59,STBN_2013_CARI,2013,3,2040
48,STBN_2013_CARI,2013,1,1867
3,STBN_2013_CARI,2013,2,1467
22,STBN_2013_CARI,2013,3,1867
62,STBN_2013_CARI,2013,1,1333
46,STBN_2013_CARI,2013,3,2267
11,STBN_2013_CARI,2013,2,2240
67,STBN_2013_CARI,2013,3,1773
20,STBN_2013_CARI,2013,3,1467
25,STBN_2013_CARI,2013,3,1773
64,STBN_2013_CARI,2013,1,1733
46,STBN_2013_CARI,2013,1,2347
24,STBN_2013_CARI,2013,1,1813
24,STBN_2013_CARI,2013,3,1640
23,STBN_2013_CARI,2013,2,2267
65,STBN_2013_CARI,2013,2,1733
14,STBN_2013_CARI,2013,1,1467
58,STBN_2013_CARI,2013,3,1613
68,STBN_2013_CARI,2013,1,1760
63,STBN_2013_CARI,2013,2,1333
10,STBN_2013_CARI,2013,1,1760
10,STBN_2013_CARI,2013,3,1613
58,STBN_2013_CARI,2013,1,1600
64,STBN_2013_CARI,2013,2,1760
68,STBN_2013_CARI,2013,3,2213
25,STBN_2013_CARI,2013,1,1600
13,STBN_2013_CARI,2013,1,1867
19,STBN_2013_CARI,2013,1,2080
66,STBN_2013_CARI,2013,2,1467
19,STBN_2013_CARI,2013,2,1493
10,STBN_2013_CSSRI_NP,2013,2,NA
60,STBN_2013_CSSRI_NP,2013,2,NA
66,STBN_2013_CSSRI_NP,2013,1,873
25,STBN_2013_CSSRI_NP,2013,1,1404
21,STBN_2013_CSSRI_NP,2013,1,1152
3,STBN_2013_CSSRI_NP,2013,1,NA
66,STBN_2013_CSSRI_NP,2013,2,921
19,STBN_2013_CSSRI_NP,2013,3,1658
48,STBN_2013_CSSRI_NP,2013,2,1009
68,STBN_2013_CSSRI_NP,2013,3,2008
21,STBN_2013_CSSRI_NP,2013,3,1098
21,STBN_2013_CSSRI_NP,2013,2,1204
23,STBN_2013_CSSRI_NP,2013,2,658
61,STBN_2013_CSSRI_NP,2013,1,NA
12,STBN_2013_CSSRI_NP,2013,3,NA
58,STBN_2013_CSSRI_NP,2013,1,1476
22,STBN_2013_CSSRI_NP,2013,1,2522
15,STBN_2013_CSSRI_NP,2013,1,310
63,STBN_2013_CSSRI_NP,2013,2,NA
59,STBN_2013_CSSRI_NP,2013,3,1134
20,STBN_2013_CSSRI_NP,2013,3,1748
11,STBN_2013_CSSRI_NP,2013,3,NA
57,STBN_2013_CSSRI_NP,2013,2,745
63,STBN_2013_CSSRI_NP,2013,1,NA
22,STBN_2013_CSSRI_NP,2013,2,2482
11,STBN_2013_CSSRI_NP,2013,1,NA
67,STBN_2013_CSSRI_NP,2013,2,1504
13,STBN_2013_CSSRI_NP,2013,2,NA
61,STBN_2013_CSSRI_NP,2013,3,NA
64,STBN_2013_CSSRI_NP,2013,1,1600
13,STBN_2013_CSSRI_NP,2013,3,NA
62,STBN_2013_CSSRI_NP,2013,3,NA
25,STBN_2013_CSSRI_NP,2013,2,1428
67,STBN_2013_CSSRI_NP,2013,3,1483
45,STBN_2013_CSSRI_NP,2013,3,1726
11,STBN_2013_CSSRI_NP,2013,2,NA
68,STBN_2013_CSSRI_NP,2013,2,2024
60,STBN_2013_CSSRI_NP,2013,3,NA
15,STBN_2013_CSSRI_NP,2013,3,366
10,STBN_2013_CSSRI_NP,2013,1,NA
24,STBN_2013_CSSRI_NP,2013,2,1204
46,STBN_2013_CSSRI_NP,2013,2,NA
59,STBN_2013_CSSRI_NP,2013,1,1104
20,STBN_2013_CSSRI_NP,2013,1,1736
62,STBN_2013_CSSRI_NP,2013,2,NA
23,STBN_2013_CSSRI_NP,2013,1,602
24,STBN_2013_CSSRI_NP,2013,1,1174
25,STBN_2013_CSSRI_NP,2013,3,1437
58,STBN_2013_CSSRI_NP,2013,2,1508
65,STBN_2013_CSSRI_NP,2013,3,824
47,STBN_2013_CSSRI_NP,2013,3,566
3,STBN_2013_CSSRI_NP,2013,3,NA
56,STBN_2013_CSSRI_NP,2013,2,712
24,STBN_2013_CSSRI_NP,2013,3,1216
65,STBN_2013_CSSRI_NP,2013,2,816
64,STBN_2013_CSSRI_NP,2013,3,1638
67,STBN_2013_CSSRI_NP,2013,1,1433
63,STBN_2013_CSSRI_NP,2013,3,NA
58,STBN_2013_CSSRI_NP,2013,3,1522
12,STBN_2013_CSSRI_NP,2013,2,NA
62,STBN_2013_CSSRI_NP,2013,1,NA
19,STBN_2013_CSSRI_NP,2013,2,1806
3,STBN_2013_CSSRI_NP,2013,2,NA
15,STBN_2013_CSSRI_NP,2013,2,382
45,STBN_2013_CSSRI_NP,2013,1,1782
19,STBN_2013_CSSRI_NP,2013,1,1733
57,STBN_2013_CSSRI_NP,2013,1,696
20,STBN_2013_CSSRI_NP,2013,2,1668
56,STBN_2013_CSSRI_NP,2013,3,726
57,STBN_2013_CSSRI_NP,2013,3,784
14,STBN_2013_CSSRI_NP,2013,3,389
47,STBN_2013_CSSRI_NP,2013,2,578
60,STBN_2013_CSSRI_NP,2013,1,NA
24,STBN_2013_CSSRI_NP,2013,2,1221
13,STBN_2013_CSSRI_NP,2013,1,NA
24,STBN_2013_CSSRI_NP,2013,3,1196
47,STBN_2013_CSSRI_NP,2013,1,527
45,STBN_2013_CSSRI_NP,2013,2,1804
48,STBN_2013_CSSRI_NP,2013,3,984
24,STBN_2013_CSSRI_NP,2013,1,1165
66,STBN_2013_CSSRI_NP,2013,3,896
68,STBN_2013_CSSRI_NP,2013,1,1990
14,STBN_2013_CSSRI_NP,2013,1,333
22,STBN_2013_CSSRI_NP,2013,3,2578
10,STBN_2013_CSSRI_NP,2013,3,NA
65,STBN_2013_CSSRI_NP,2013,1,797
61,STBN_2013_CSSRI_NP,2013,2,NA
14,STBN_2013_CSSRI_NP,2013,2,402
46,STBN_2013_CSSRI_NP,2013,3,NA
46,STBN_2013_CSSRI_NP,2013,1,NA
64,STBN_2013_CSSRI_NP,2013,2,1548
12,STBN_2013_CSSRI_NP,2013,1,NA
56,STBN_2013_CSSRI_NP,2013,1,689
59,STBN_2013_CSSRI_NP,2013,2,1162
23,STBN_2013_CSSRI_NP,2013,3,634
48,STBN_2013_CSSRI_NP,2013,1,927
60,STBN_2013_DRR,2013,2,4785
48,STBN_2013_DRR,2013,1,2100
3,STBN_2013_DRR,2013,3,3674
10,STBN_2013_DRR,2013,1,2940
12,STBN_2013_DRR,2013,2,1675
57,STBN_2013_DRR,2013,2,4465
47,STBN_2013_DRR,2013,3,3924
68,STBN_2013_DRR,2013,3,4303
14,STBN_2013_DRR,2013,1,3260
45,STBN_2013_DRR,2013,2,3185
14,STBN_2013_DRR,2013,2,3600
66,STBN_2013_DRR,2013,3,3900
14,STBN_2013_DRR,2013,3,3430
68,STBN_2013_DRR,2013,2,4505
13,STBN_2013_DRR,2013,3,3049
23,STBN_2013_DRR,2013,2,4815
11,STBN_2013_DRR,2013,2,1800
61,STBN_2013_DRR,2013,1,2955
15,STBN_2013_DRR,2013,1,4987
64,STBN_2013_DRR,2013,3,4248
20,STBN_2013_DRR,2013,3,3663
11,STBN_2013_DRR,2013,3,1515
68,STBN_2013_DRR,2013,1,4100
29,STBN_2013_DRR,2013,2,4000
46,STBN_2013_DRR,2013,3,3170
65,STBN_2013_DRR,2013,1,4622
10,STBN_2013_DRR,2013,3,2480
13,STBN_2013_DRR,2013,1,3462
48,STBN_2013_DRR,2013,3,1925
64,STBN_2013_DRR,2013,2,3525
22,STBN_2013_DRR,2013,1,3800
12,STBN_2013_DRR,2013,3,2738
60,STBN_2013_DRR,2013,3,4435
11,STBN_2013_DRR,2013,1,1230
45,STBN_2013_DRR,2013,1,2355
63,STBN_2013_DRR,2013,1,3747
65,STBN_2013_DRR,2013,2,4385
60,STBN_2013_DRR,2013,1,4085
3,STBN_2013_DRR,2013,2,5400
22,STBN_2013_DRR,2013,3,3235
57,STBN_2013_DRR,2013,3,3983
24,STBN_2013_DRR,2013,3,3738
66,STBN_2013_DRR,2013,2,4400
62,STBN_2013_DRR,2013,3,3308
61,STBN_2013_DRR,2013,3,2830
48,STBN_2013_DRR,2013,2,1750
21,STBN_2013_DRR,2013,1,1650
22,STBN_2013_DRR,2013,2,2670
58,STBN_2013_DRR,2013,2,3850
29,STBN_2013_DRR,2013,1,4253
67,STBN_2013_DRR,2013,3,3580
47,STBN_2013_DRR,2013,2,4225
56,STBN_2013_DRR,2013,3,1872
47,STBN_2013_DRR,2013,1,3623
21,STBN_2013_DRR,2013,2,2100
62,STBN_2013_DRR,2013,1,3830
24,STBN_2013_DRR,2013,1,3575
23,STBN_2013_DRR,2013,3,4185
12,STBN_2013_DRR,2013,1,3800
63,STBN_2013_DRR,2013,2,3175
19,STBN_2013_DRR,2013,3,3748
15,STBN_2013_DRR,2013,3,4671
56,STBN_2013_DRR,2013,1,2400
59,STBN_2013_DRR,2013,1,4000
20,STBN_2013_DRR,2013,2,3545
57,STBN_2013_DRR,2013,1,3500
66,STBN_2013_DRR,2013,1,3400
13,STBN_2013_DRR,2013,2,2635
64,STBN_2013_DRR,2013,1,4970
67,STBN_2013_DRR,2013,2,3260
63,STBN_2013_DRR,2013,3,3461
45,STBN_2013_DRR,2013,3,2770
59,STBN_2013_DRR,2013,3,4075
56,STBN_2013_DRR,2013,2,1344
65,STBN_2013_DRR,2013,3,4504
25,STBN_2013_DRR,2013,1,3420
19,STBN_2013_DRR,2013,2,3795
62,STBN_2013_DRR,2013,2,2785
67,STBN_2013_DRR,2013,1,3900
59,STBN_2013_DRR,2013,2,4150
24,STBN_2013_DRR,2013,2,3900
58,STBN_2013_DRR,2013,1,4400
58,STBN_2013_DRR,2013,3,4125
25,STBN_2013_DRR,2013,2,4200
19,STBN_2013_DRR,2013,1,3700
61,STBN_2013_DRR,2013,2,2705
25,STBN_2013_DRR,2013,3,3810
20,STBN_2013_DRR,2013,1,3780
3,STBN_2013_DRR,2013,1,1948
15,STBN_2013_DRR,2013,2,4355
23,STBN_2013_DRR,2013,1,3555
46,STBN_2013_DRR,2013,1,3115
46,STBN_2013_DRR,2013,2,3225
21,STBN_2013_DRR,2013,3,1875
10,STBN_2013_DRR,2013,2,2020
29,STBN_2013_DRR,2013,3,4127
64,STBN_2013_GOA,2013,1,1235
24,STBN_2013_GOA,2013,1,1030
14,STBN_2013_GOA,2013,3,1430
21,STBN_2013_GOA,2013,1,2745
60,STBN_2013_GOA,2013,3,1360
46,STBN_2013_GOA,2013,1,348
12,STBN_2013_GOA,2013,3,290
15,STBN_2013_GOA,2013,2,748
21,STBN_2013_GOA,2013,3,1853
64,STBN_2013_GOA,2013,2,973
13,STBN_2013_GOA,2013,1,1715
68,STBN_2013_GOA,2013,2,570
68,STBN_2013_GOA,2013,3,533
61,STBN_2013_GOA,2013,3,533
64,STBN_2013_GOA,2013,3,575
60,STBN_2013_GOA,2013,2,938
56,STBN_2013_GOA,2013,2,465
3,STBN_2013_GOA,2013,1,550
58,STBN_2013_GOA,2013,1,1290
66,STBN_2013_GOA,2013,2,1573
56,STBN_2013_GOA,2013,1,858
47,STBN_2013_GOA,2013,1,995
10,STBN_2013_GOA,2013,3,425
11,STBN_2013_GOA,2013,2,1500
45,STBN_2013_GOA,2013,3,2265
59,STBN_2013_GOA,2013,2,588
25,STBN_2013_GOA,2013,3,1198
22,STBN_2013_GOA,2013,1,558
48,STBN_2013_GOA,2013,2,1430
14,STBN_2013_GOA,2013,1,1103
23,STBN_2013_GOA,2013,1,1640
3,STBN_2013_GOA,2013,3,363
15,STBN_2013_GOA,2013,3,1188
59,STBN_2013_GOA,2013,1,315
60,STBN_2013_GOA,2013,1,1030
19,STBN_2013_GOA,2013,2,1003
58,STBN_2013_GOA,2013,3,1550
15,STBN_2013_GOA,2013,1,838
67,STBN_2013_GOA,2013,2,1060
67,STBN_2013_GOA,2013,3,1760
58,STBN_2013_GOA,2013,2,738
61,STBN_2013_GOA,2013,1,673
66,STBN_2013_GOA,2013,1,1218
21,STBN_2013_GOA,2013,2,1930
13,STBN_2013_GOA,2013,2,1415
12,STBN_2013_GOA,2013,1,765
12,STBN_2013_GOA,2013,2,953
45,STBN_2013_GOA,2013,2,2001
65,STBN_2013_GOA,2013,2,1165
63,STBN_2013_GOA,2013,1,658
3,STBN_2013_GOA,2013,2,323
62,STBN_2013_GOA,2013,1,158
46,STBN_2013_GOA,2013,3,850
30,STBN_2013_GOA,2013,1,1358
10,STBN_2013_GOA,2013,1,995
59,STBN_2013_GOA,2013,3,527
22,STBN_2013_GOA,2013,3,557
25,STBN_2013_GOA,2013,2,705
11,STBN_2013_GOA,2013,1,1893
20,STBN_2013_GOA,2013,2,1428
20,STBN_2013_GOA,2013,1,1470
57,STBN_2013_GOA,2013,3,1318
57,STBN_2013_GOA,2013,1,1733
11,STBN_2013_GOA,2013,3,1113
62,STBN_2013_GOA,2013,3,130
13,STBN_2013_GOA,2013,3,2095
10,STBN_2013_GOA,2013,2,420
65,STBN_2013_GOA,2013,3,2763
56,STBN_2013_GOA,2013,3,1095
19,STBN_2013_GOA,2013,1,1238
23,STBN_2013_GOA,2013,3,1685
25,STBN_2013_GOA,2013,1,1585
46,STBN_2013_GOA,2013,2,340
48,STBN_2013_GOA,2013,1,2283
65,STBN_2013_GOA,2013,1,1003
22,STBN_2013_GOA,2013,2,798
47,STBN_2013_GOA,2013,3,1365
57,STBN_2013_GOA,2013,2,1988
14,STBN_2013_GOA,2013,2,2110
48,STBN_2013_GOA,2013,3,1755
23,STBN_2013_GOA,2013,2,2200
67,STBN_2013_GOA,2013,1,1235
30,STBN_2013_GOA,2013,2,863
19,STBN_2013_GOA,2013,3,985
63,STBN_2013_GOA,2013,3,165
66,STBN_2013_GOA,2013,3,1195
47,STBN_2013_GOA,2013,2,1260
20,STBN_2013_GOA,2013,3,1113
24,STBN_2013_GOA,2013,3,1653
45,STBN_2013_GOA,2013,1,2992
30,STBN_2013_GOA,2013,3,858
61,STBN_2013_GOA,2013,2,595
68,STBN_2013_GOA,2013,1,1368
63,STBN_2013_GOA,2013,2,875
62,STBN_2013_GOA,2013,2,123
24,STBN_2013_GOA,2013,2,1460
11,STBN_2013_CSS,2013,2,3200
45,STBN_2013_CSS,2013,2,3400
3,STBN_2013_CSS,2013,1,NA
23,STBN_2013_CSS,2013,3,NA
67,STBN_2013_CSS,2013,1,NA
57,STBN_2013_CSS,2013,3,3600
11,STBN_2013_CSS,2013,1,3800
48,STBN_2013_CSS,2013,3,4000
25,STBN_2013_CSS,2013,3,4800
56,STBN_2013_CSS,2013,3,3000
45,STBN_2013_CSS,2013,3,3000
22,STBN_2013_CSS,2013,2,4400
14,STBN_2013_CSS,2013,1,3400
47,STBN_2013_CSS,2013,2,5000
48,STBN_2013_CSS,2013,2,2400
64,STBN_2013_CSS,2013,1,3200
61,STBN_2013_CSS,2013,3,NA
66,STBN_2013_CSS,2013,2,3800
47,STBN_2013_CSS,2013,3,5400
46,STBN_2013_CSS,2013,1,4400
52,STBN_2013_CSS,2013,3,0
24,STBN_2013_CSS,2013,1,4400
52,STBN_2013_CSS,2013,1,6700
25,STBN_2013_CSS,2013,2,5300
12,STBN_2013_CSS,2013,3,3600
21,STBN_2013_CSS,2013,2,NA
58,STBN_2013_CSS,2013,3,2800
61,STBN_2013_CSS,2013,2,NA
11,STBN_2013_CSS,2013,3,3600
15,STBN_2013_CSS,2013,3,4800
63,STBN_2013_CSS,2013,3,NA
61,STBN_2013_CSS,2013,1,NA
13,STBN_2013_CSS,2013,2,4400
59,STBN_2013_CSS,2013,1,3600
52,STBN_2013_CSS,2013,2,7500
67,STBN_2013_CSS,2013,3,1200
60,STBN_2013_CSS,2013,1,5000
3,STBN_2013_CSS,2013,2,NA
64,STBN_2013_CSS,2013,2,3000
15,STBN_2013_CSS,2013,2,4600
46,STBN_2013_CSS,2013,2,5000
59,STBN_2013_CSS,2013,3,2800
56,STBN_2013_CSS,2013,1,3400
65,STBN_2013_CSS,2013,2,4000
45,STBN_2013_CSS,2013,1,2800
23,STBN_2013_CSS,2013,2,4100
58,STBN_2013_CSS,2013,1,3200
62,STBN_2013_CSS,2013,2,NA
58,STBN_2013_CSS,2013,2,3400
21,STBN_2013_CSS,2013,1,NA
67,STBN_2013_CSS,2013,2,2000
22,STBN_2013_CSS,2013,1,4000
19,STBN_2013_CSS,2013,3,3200
20,STBN_2013_CSS,2013,3,4100
20,STBN_2013_CSS,2013,2,1800
10,STBN_2013_CSS,2013,1,5000
65,STBN_2013_CSS,2013,3,2000
23,STBN_2013_CSS,2013,1,4400
57,STBN_2013_CSS,2013,1,3200
47,STBN_2013_CSS,2013,1,4800
25,STBN_2013_CSS,2013,1,5400
21,STBN_2013_CSS,2013,3,NA
19,STBN_2013_CSS,2013,1,2600
15,STBN_2013_CSS,2013,1,5600
10,STBN_2013_CSS,2013,3,4100
24,STBN_2013_CSS,2013,3,1600
19,STBN_2013_CSS,2013,2,3800
56,STBN_2013_CSS,2013,2,3400
22,STBN_2013_CSS,2013,3,4600
14,STBN_2013_CSS,2013,2,3600
68,STBN_2013_CSS,2013,1,2800
14,STBN_2013_CSS,2013,3,3000
24,STBN_2013_CSS,2013,2,2100
68,STBN_2013_CSS,2013,3,2600
46,STBN_2013_CSS,2013,3,5400
60,STBN_2013_CSS,2013,2,5800
66,STBN_2013_CSS,2013,1,3400
66,STBN_2013_CSS,2013,3,3800
3,STBN_2013_CSS,2013,3,NA
13,STBN_2013_CSS,2013,3,5200
63,STBN_2013_CSS,2013,2,NA
